font-size,font-weight,color,backgroundColor,name,sector
18px,400,"rgb(200,200,200)","rgba(0,0,0,0)",Jefferies Financial Group,Financials
48px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Colony NorthStar,Financials
0px,400,"rgb(86,86,86)","rgba(0,0,0,0)",JPMorgan Chase,Financials
45px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Mercury General,Financials
22px,700,"rgb(51,51,51)","rgba(0,0,0,0)",MetLife,Financials
53.3333px,600,"rgb(170,170,170)","rgba(0,0,0,0)",Torchmark,Financials
56px,500,"rgb(0,47,108)","rgba(0,0,0,0)",Comerica,Financials
53.3333px,600,"rgb(170,170,170)","rgba(0,0,0,0)",Torchmark,Financials
32.2px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Amica Mutual Insurance,Financials
32.2px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Amica Mutual Insurance,Financials
32.2px,400,"rgb(0,82,76)","rgba(0,0,0,0)",Amica Mutual Insurance,Financials
32.2px,400,"rgb(0,82,76)","rgba(0,0,0,0)",Amica Mutual Insurance,Financials
36px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
18px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
26.3452px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Arthur J. Gallagher,Financials
26.3452px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Arthur J. Gallagher,Financials
1px,700,"rgb(183,18,52)","rgba(0,0,0,0)",Markel,Financials
26.3452px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Arthur J. Gallagher,Financials
24px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
1px,700,"rgb(183,18,52)","rgba(0,0,0,0)",Markel,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Nationwide,Financials
40px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Legg Mason,Financials
40px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Legg Mason,Financials
29.696px,900,"rgb(255,255,255)","rgba(0,0,0,0)",Navient,Financials
40px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Legg Mason,Financials
40px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Legg Mason,Financials
20px,800,"rgb(0,88,138)","rgba(0,0,0,0)",Legg Mason,Financials
32px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Travelers Cos.,Financials
35px,700,"rgb(68,148,95)","rgba(0,0,0,0)",Citizens Financial Group,Financials
32px,900,"rgb(71,10,104)","rgba(0,0,0,0)",Navient,Financials
32px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Travelers Cos.,Financials
32px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Travelers Cos.,Financials
80px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Morgan Stanley,Financials
35px,700,"rgb(0,148,95)","rgba(0,0,0,0)",Citizens Financial Group,Financials
19.2px,400,"rgb(102,102,102)","rgba(0,0,0,0)",Marsh & McLennan,Financials
19.2px,400,"rgb(102,102,102)","rgba(0,0,0,0)",Marsh & McLennan,Financials
80px,400,"rgb(254,255,255)","rgba(0,0,0,0)",LPL Financial Holdings,Financials
33.28px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Marsh & McLennan,Financials
42px,500,"rgb(47,55,62)","rgba(0,0,0,0)",Ameriprise Financial,Financials
52px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Hospitality Properties Trust,Financials
52px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Hospitality Properties Trust,Financials
52px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Hospitality Properties Trust,Financials
52px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Hospitality Properties Trust,Financials
52px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Hospitality Properties Trust,Financials
52px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Hospitality Properties Trust,Financials
39px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Mutual of Omaha Insurance,Financials
36px,700,"rgb(43,54,63)","rgba(0,0,0,0)",Thrivent Financial for Lutherans,Financials
35px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Citizens Financial Group,Financials
35px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Citizens Financial Group,Financials
35px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Citizens Financial Group,Financials
36px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Travelers Cos.,Financials
32px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Travelers Cos.,Financials
42px,500,"rgb(47,55,62)","rgba(0,0,0,0)",Ameriprise Financial,Financials
32px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Travelers Cos.,Financials
42px,500,"rgb(47,55,62)","rgba(0,0,0,0)",Ameriprise Financial,Financials
20px,400,"rgb(182,177,171)","rgba(0,0,0,0)",FM Global,Financials
20px,400,"rgb(182,177,171)","rgba(0,0,0,0)",FM Global,Financials
20px,400,"rgb(182,177,171)","rgba(0,0,0,0)",FM Global,Financials
20px,400,"rgb(182,177,171)","rgba(0,0,0,0)",FM Global,Financials
20px,400,"rgb(182,177,171)","rgba(0,0,0,0)",FM Global,Financials
40px,400,"rgb(51,51,51)","rgba(0,0,0,0)",FM Global,Financials
80px,400,"rgba(255,255,255,0.9)","rgba(0,0,0,0)",FM Global,Financials
42px,500,"rgb(47,55,62)","rgba(0,0,0,0)",Ameriprise Financial,Financials
80px,400,"rgba(255,255,255,0.9)","rgba(0,0,0,0)",FM Global,Financials
20px,400,"rgb(182,177,171)","rgba(0,0,0,0)",FM Global,Financials
32px,400,"rgb(51,51,51)","rgb(178,171,195)",FM Global,Financials
32px,400,"rgb(51,51,51)","rgb(178,171,195)",FM Global,Financials
32px,400,"rgb(51,51,51)","rgb(178,171,195)",FM Global,Financials
32px,400,"rgb(51,51,51)","rgb(178,171,195)",FM Global,Financials
40px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Realogy Holdings,Financials
14px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Vornado Realty Trust,Financials
48px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Voya Financial,Financials
40px,300,"rgb(116,116,116)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
70px,700,"rgb(255,255,255)","rgba(0,0,0,0)",W.R. Berkley,Financials
32px,400,"rgb(51,51,51)","rgb(178,171,195)",FM Global,Financials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Realogy Holdings,Financials
20px,400,"rgb(255,255,255)","rgba(0,0,0,0)",FM Global,Financials
20px,400,"rgb(255,255,255)","rgba(0,0,0,0)",FM Global,Financials
14px,400,"rgb(0,182,36)","rgba(0,0,0,0)",TD Ameritrade Holding,Financials
14px,600,"rgb(84,137,182)","rgba(0,0,0,0)",Raymond James Financial,Financials
56px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
60px,400,"rgb(34,34,34)","rgba(0,0,0,0)",First Republic Bank,Financials
40px,300,"rgb(116,116,116)","rgba(0,0,0,0)",Realogy Holdings,Financials
48px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
100px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Fifth Third Bancorp,Financials
48px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Fifth Third Bancorp,Financials
48px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
20px,400,"rgb(255,255,255)","rgba(0,0,0,0)",FM Global,Financials
48px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
48px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Vornado Realty Trust,Financials
25px,500,"rgb(0,48,135)","rgba(0,0,0,0)",Farmers Insurance Exchange,Financials
48px,400,"rgb(0,48,135)","rgba(0,0,0,0)",Farmers Insurance Exchange,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Vornado Realty Trust,Financials
40px,400,"rgb(110,99,88)","rgba(0,0,0,0)",FM Global,Financials
40px,400,"rgb(110,99,88)","rgba(0,0,0,0)",FM Global,Financials
40px,400,"rgb(110,99,88)","rgba(0,0,0,0)",FM Global,Financials
40px,400,"rgb(110,99,88)","rgba(0,0,0,0)",FM Global,Financials
48px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
54px,200,"rgb(255,255,255)","rgba(0,0,0,0)",Erie Insurance Group,Financials
36px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Equinix,Financials
36px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Equinix,Financials
36px,500,"rgb(0,44,95)","rgba(0,0,0,0)",State Street Corp.,Financials
36px,500,"rgb(255,255,255)","rgba(0,0,0,0)",State Street Corp.,Financials
36px,500,"rgb(0,44,95)","rgba(0,0,0,0)",State Street Corp.,Financials
36px,500,"rgb(0,44,95)","rgba(0,0,0,0)",State Street Corp.,Financials
40px,500,"rgb(255,255,255)","rgba(0,0,0,0)",State Farm Insurance Cos.,Financials
40px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Discover Financial Services,Financials
47px,700,"rgb(0,80,92)","rgba(0,0,0,0)",CIT Group,Financials
35px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Digital Realty Trust,Financials
35px,400,"rgb(9,34,65)","rgba(0,0,0,0)",Digital Realty Trust,Financials
46px,500,"rgb(255,255,255)","rgba(0,0,0,0)",E*Trade Financial,Financials
35px,400,"rgb(21,25,30)","rgba(0,0,0,0)",Digital Realty Trust,Financials
26px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Welltower,Financials
26px,500,"rgb(0,0,0)","rgba(0,0,0,0)",CME Group,Financials
40px,400,"rgb(255,255,255)","rgba(0,0,0,0)",BlackRock,Financials
30px,500,"rgb(32,91,116)","rgba(0,0,0,0)",CUNA Mutual Group,Financials
31px,400,"rgb(0,0,0)","rgba(0,0,0,0)",CNO Financial Group,Financials
79.92px,700,"rgb(255,255,255)","rgba(0,0,0,0)",SVB Financial Group,Financials
68.6251px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Simon Property Group,Financials
54px,500,"rgb(0,61,165)","rgba(0,0,0,0)",Sentry Insurance Group,Financials
34px,400,"rgb(114,155,199)","rgba(0,0,0,0)",Selective Insurance Group,Financials
24px,400,"rgb(67,67,67)","rgba(0,0,0,0)",Wells Fargo,Financials
36px,500,"rgb(0,44,95)","rgba(0,0,0,0)",State Street Corp.,Financials
36px,500,"rgb(51,51,51)","rgba(0,0,0,0)",SunTrust Banks,Financials
24px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Alleghany,Financials
51.2px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Equinix,Financials
32px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(0,95,95)","rgba(0,0,0,0)",Realogy Holdings,Financials
40px,300,"rgb(116,116,116)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Realogy Holdings,Financials
12px,700,"rgb(75,190,170)","rgba(0,0,0,0)",Realogy Holdings,Financials
12px,700,"rgb(87,82,78)","rgba(0,0,0,0)",Realogy Holdings,Financials
12px,700,"rgb(75,190,170)","rgba(0,0,0,0)",Realogy Holdings,Financials
12px,700,"rgb(75,190,170)","rgba(0,0,0,0)",Realogy Holdings,Financials
12px,700,"rgb(75,190,170)","rgba(0,0,0,0)",Realogy Holdings,Financials
32px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Regions Financial,Financials
36px,700,"rgb(51,51,51)","rgba(0,0,0,0)",Regions Financial,Financials
20px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Regions Financial,Financials
20px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Regions Financial,Financials
50px,400,"rgb(0,0,0)","rgba(0,0,0,0)",Alleghany,Financials
80px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Crown Castle International,Financials
36px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Synchrony Financial,Financials
16px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Vornado Realty Trust,Financials
16px,400,"rgb(51,51,51)","rgba(0,0,0,0)",Vornado Realty Trust,Financials
80px,400,"rgba(255,255,255,0.9)","rgba(0,0,0,0)",FM Global,Financials
85.5325px,500,"rgb(255,255,255)","rgba(0,0,0,0)",AmTrust Financial Services,Financials
40px,400,"rgb(0,142,91)","rgba(0,0,0,0)",Prologis,Financials
45px,700,"rgb(45,45,45)","rgba(0,0,0,0)",Progressive,Financials
32px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Principal Financial,Financials
14px,400,"rgb(0,182,36)","rgba(0,0,0,0)",TD Ameritrade Holding,Financials
14px,400,"rgb(0,182,36)","rgba(0,0,0,0)",TD Ameritrade Holding,Financials
48px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Popular,Financials
30px,500,"rgb(0,32,92)","rgba(0,0,0,0)",Popular,Financials
14px,400,"rgb(0,182,36)","rgba(0,0,0,0)",TD Ameritrade Holding,Financials
16.1px,700,"rgb(77,77,77)","rgba(0,0,0,0)",Allstate,Financials
11px,400,"rgb(42,42,42)","rgba(0,0,0,0)",Ally Financial,Financials
38px,700,"rgb(0,93,170)","rgba(0,0,0,0)",American National Insurance,Financials
38px,700,"rgb(0,93,170)","rgba(0,0,0,0)",American National Insurance,Financials
38px,700,"rgb(0,93,170)","rgba(0,0,0,0)",American National Insurance,Financials
32px,700,"rgb(40,91,167)","rgba(0,0,0,0)",American Family Insurance Group,Financials
70px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Cincinnati Financial,Financials
35.2px,600,"rgb(1,66,130)","rgba(0,0,0,0)",American Equity Investment Life,Financials
65px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Pacific Life,Financials
34px,200,"rgb(23,47,91)","rgba(0,0,0,0)",AvalonBay Communities,Financials
64px,700,"rgb(255,255,255)","rgba(0,0,0,0)",BGC Partners,Financials
64px,700,"rgb(0,0,0)","rgba(0,0,0,0)",BGC Partners,Financials
60px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Penn Mutual Life Insurance,Financials
64px,100,"rgb(15,53,87)","rgba(0,0,0,0)",GGP,Financials
58px,400,"rgb(37,37,37)","rgba(0,0,0,0)",Park Hotels & Resorts,Financials
50px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Prudential Financial,Financials
64px,700,"rgb(0,0,0)","rgba(0,0,0,0)",BGC Partners,Financials
64px,700,"rgb(0,0,0)","rgba(0,0,0,0)",BGC Partners,Financials
64px,700,"rgb(255,255,255)","rgba(0,0,0,0)",BGC Partners,Financials
64px,700,"rgb(0,0,0)","rgba(0,0,0,0)",BGC Partners,Financials
64px,700,"rgb(0,0,0)","rgba(0,0,0,0)",BGC Partners,Financials
44px,400,"rgb(34,34,34)","rgba(0,0,0,0)",Bank of America Corp.,Financials
40px,700,"rgb(51,51,153)","rgba(0,0,0,0)",Bank of New York Mellon,Financials
64px,700,"rgb(0,0,0)","rgba(0,0,0,0)",BGC Partners,Financials
24px,600,"rgb(255,255,255)","rgba(0,0,0,0)",Public Storage,Financials
44px,300,"rgb(39,55,68)","rgba(0,0,0,0)",Charles Schwab,Financials
49.4068px,900,"rgb(255,255,255)","rgba(0,0,0,0)",Freddie Mac,Financials
39.7627px,700,"rgb(136,189,69)","rgba(0,0,0,0)",Freddie Mac,Financials
45px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Franklin Resources,Financials
50px,400,"rgb(255,255,255)","rgba(0,0,0,0)",American Tower,Financials
46.7797px,900,"rgb(255,255,255)","rgba(0,0,0,0)",Freddie Mac,Financials
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
54px,400,"rgb(63,47,34)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
54px,400,"rgb(0,99,38)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
54px,400,"rgb(0,99,38)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
54px,400,"rgb(63,47,34)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
36px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
36px,400,"rgb(102,102,102)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
24px,700,"rgb(102,102,102)","rgba(0,0,0,0)",Albertsons Cos.,Food & Drug Stores
54px,400,"rgb(0,99,38)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
36px,500,"rgb(47,51,58)","rgba(0,0,0,0)",GNC Holdings,Food & Drug Stores
36px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
25px,400,"rgb(143,199,62)","rgba(0,0,0,0)",Walgreens Boots Alliance,Food & Drug Stores
32px,700,"rgb(7,75,120)","rgba(0,0,0,0)",Rite Aid,Food & Drug Stores
14px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Rite Aid,Food & Drug Stores
36px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
54px,400,"rgb(63,47,34)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
54px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Sprouts Farmers Market,Food & Drug Stores
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
37px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Publix Super Markets,Food & Drug Stores
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
44px,700,"rgb(25,153,206)","rgba(0,0,0,0)",General Mills,"Food,Beverages & Tobacco"
24px,700,"rgb(0,155,62)","rgba(0,0,0,0)",Darling Ingredients,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
34px,600,"rgb(255,255,255)","rgba(0,0,0,0)",PepsiCo,"Food,Beverages & Tobacco"
50px,700,"rgb(0,0,0)","rgba(0,0,0,0)",McCormick,"Food,Beverages & Tobacco"
0px,500,"rgba(0,0,0,0)","rgba(0,0,0,0)",Coca-Cola,"Food,Beverages & Tobacco"
25px,700,"rgb(248,221,32)","rgba(0,0,0,0)",Kellogg,"Food,Beverages & Tobacco"
28px,500,"rgb(68,68,68)","rgba(0,0,0,0)",Coca-Cola,"Food,Beverages & Tobacco"
66px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Dean Foods,"Food,Beverages & Tobacco"
53px,700,"rgb(99,197,238)","rgba(0,0,0,0)",Kraft Heinz,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(255,255,255)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
16px,700,"rgb(149,41,33)","rgba(0,0,0,0)",TreeHouse Foods,"Food,Beverages & Tobacco"
28px,500,"rgb(68,68,68)","rgba(0,0,0,0)",Coca-Cola,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
44px,700,"rgb(25,153,206)","rgba(0,0,0,0)",General Mills,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
44px,700,"rgb(25,153,206)","rgba(0,0,0,0)",General Mills,"Food,Beverages & Tobacco"
28px,500,"rgb(68,68,68)","rgba(0,0,0,0)",Coca-Cola,"Food,Beverages & Tobacco"
44px,700,"rgb(25,153,206)","rgba(0,0,0,0)",General Mills,"Food,Beverages & Tobacco"
60px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Darling Ingredients,"Food,Beverages & Tobacco"
44px,700,"rgb(25,153,206)","rgba(0,0,0,0)",General Mills,"Food,Beverages & Tobacco"
52px,500,"rgb(0,0,0)","rgba(0,0,0,0)",Sanderson Farms,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
80px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Constellation Brands,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Conagra Brands,"Food,Beverages & Tobacco"
35px,400,"rgb(3,55,136)","rgba(0,0,0,0)",Altria Group,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
80px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Constellation Brands,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
36px,500,"rgb(108,179,62)","rgba(0,0,0,0)",Ingredion,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
60px,700,"rgb(68,68,68)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
40px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
65px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Philip Morris International,"Food,Beverages & Tobacco"
80px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Constellation Brands,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Molson Coors Brewing,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Conagra Brands,"Food,Beverages & Tobacco"
26px,300,"rgb(0,45,107)","rgba(0,0,0,0)",Pinnacle Foods,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
23px,300,"rgb(0,45,107)","rgba(0,0,0,0)",Pinnacle Foods,"Food,Beverages & Tobacco"
48px,400,"rgb(255,255,255)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
80px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Constellation Brands,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
16px,400,"rgb(0,0,0)","rgba(0,0,0,0)",J.M. Smucker,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgb(64,4,13)",Hershey,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
80px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Constellation Brands,"Food,Beverages & Tobacco"
48px,400,"rgb(63,0,11)","rgba(0,0,0,0)",Hershey,"Food,Beverages & Tobacco"
80px,300,"rgb(255,255,255)","rgba(0,0,0,0)",Constellation Brands,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Conagra Brands,"Food,Beverages & Tobacco"
60px,700,"rgb(255,255,255)","rgba(0,0,0,0)",Conagra Brands,"Food,Beverages & Tobacco"
42px,500,"rgb(35,7,0)","rgba(0,0,0,0)",Flowers Foods,"Food,Beverages & Tobacco"
